#,"Anchor Text","Referring Domains Total","Referring Domains with Anchor (Percent %)","Referring Domains Dofollow (desc)","Referring Domains Dofollow with Anchor (Percent %)","Referring Pages Count","Referring Pages with Anchor (Percent %)","First Seen","Last Check"
221,"брахиопластика пластика рук подтяжка кожи рук фото",1,0.35,0,0,1,0.01,"2019-09-07 20:47:20","2019-09-07 20:47:20"
222,"выгодные цены на ботулинотерапию",1,0.35,0,0,1,0.01,"2019-05-28 05:33:59","2019-05-28 05:33:59"
223,"гварамия а.а.",1,0.35,0,0,1,0.01,"2016-11-13 22:54:55","2019-02-06 07:25:14"
224,"гипергидроз подмышек",1,0.35,0,0,1,0.01,"2019-05-28 05:33:59","2019-05-28 05:33:59"
225,здесь,1,0.35,0,0,2,0.02,"2018-07-31 23:38:55","2019-06-10 20:53:07"
226,изображение,1,0.35,0,0,6,0.05,"2020-02-19 04:59:14","2020-06-07 01:47:30"
227,"индивидуальную программу",1,0.35,0,0,1,0.01,"2020-01-19 05:42:55","2020-01-19 05:42:55"
228,"интимной пластической хирургии",1,0.35,0,0,2,0.02,"2013-09-08 16:11:49","2019-09-10 05:59:20"
229,"клиника пластической хирургии «монблан»",1,0.35,0,0,1,0.01,"2018-12-08 18:21:16","2018-12-08 18:21:16"
230,"клиника пластической хирургии и косметологии ""мон блан"" montblance",1,0.35,0,0,1,0.01,"2019-10-07 08:57:39","2019-10-07 08:57:39"
231,"клиника пластической хирургии и косметологии мон блан",1,0.35,0,0,1,0.01,"2019-02-08 01:10:10","2019-02-08 01:10:10"
232,"клинику mont blanc",1,0.35,0,0,3,0.03,"2018-12-23 08:36:25","2019-09-29 07:30:11"
